Name,Team,x,Position,y,Height,z,College,Salary,cluster
Jerryd Bayless,Milwaukee Bucks,-0.6557522300839215,PG,-0.4121226351008249,6-3,0.4467655908523589,Arizona,3000000.0,3
Michael Carter-Williams,Milwaukee Bucks,-0.7464677080351864,PG,-1.3369040048992327,6-6,-0.12513292239925336,Syracuse,2399040.0,3
Jared Cunningham,Milwaukee Bucks,-1.0857889769817617,SG,-1.0081096152579803,6-4,0.06628821902649891,Oregon State,947276.0,3
Tyler Ennis,Milwaukee Bucks,-1.0730266256859726,PG,-1.1196691752700034,6-3,-0.7633827975376496,Syracuse,1662360.0,3
John Henson,Milwaukee Bucks,-0.6608088156530012,PF,0.6492426212741456,6-11,-0.38312478249171594,North Carolina,2943221.0,4
Damien Inglis,Milwaukee Bucks,-0.8896764923762025,SF,0.29537053677015956,6-8,-1.61286581739075,,855000.0,4
O.J. Mayo,Milwaukee Bucks,0.9282613239360407,SG,-0.8428829706796064,6-5,0.2295066150594973,USC,8000000.0,1
Khris Middleton,Milwaukee Bucks,2.3223066021631196,SG,0.268415413005364,6-8,-1.0223878514828626,Texas A&M,14700000.0,2
Greg Monroe,Milwaukee Bucks,3.1895760600674428,C,0.7430335487477949,6-11,-1.2465049033908646,Georgetown,16407500.0,2
Steve Novak,Milwaukee Bucks,-0.714023929091811,SF,-0.1653206641112421,6-10,1.0092965439992065,Marquette,295327.0,1
Johnny O'Bryant III,Milwaukee Bucks,-1.727821597666458,PF,3.1102422851980784,6-9,-0.8469436206591527,LSU,845059.0,0
Jabari Parker,Milwaukee Bucks,0.259611664302023,PF,0.14912101415454132,6-8,-1.8226377530067683,Duke,5152440.0,4
Miles Plumlee,Milwaukee Bucks,-0.4038086088089186,C,0.6465039090192513,6-11,-0.41026672177911894,Duke,2109294.0,4
Greivis Vasquez,Milwaukee Bucks,0.3875770406870246,PG,0.11017952364673507,6-6,0.5093767563071115,Maryland,6600000.0,1
Rashad Vaughn,Milwaukee Bucks,-1.1901512221606012,SG,-0.6523469687414272,6-6,-1.2510060177322908,UNLV,1733040.0,3
Justin Anderson,Dallas Mavericks,-0.6178970906284537,SG,-0.7314605639065646,6-6,-1.2376422703118406,Virginia,1449000.0,3
J.J. Barea,Dallas Mavericks,-0.13566766092488983,PG,-1.1682105392326412,6-0,1.4086098892207137,Northeastern,4290000.0,1
Jeremy Evans,Dallas Mavericks,-1.1149775719364627,SF,-0.27486433772314783,6-9,0.7186879868411791,Western Kentucky,1100602.0,1
Raymond Felton,Dallas Mavericks,0.015851624144042478,PG,-0.8436431050419345,6-1,1.0351358298581004,North Carolina,3950313.0,1
Devin Harris,Dallas Mavericks,-0.6149623543079462,PG,0.11835631702602144,6-3,2.0974993344058057,Wisconsin,4053446.0,1
David Lee,Dallas Mavericks,-0.6695555730069516,PF,1.8025642957750823,6-9,1.149679923853094,Florida,2085671.0,0
Wesley Matthews,Dallas Mavericks,2.731998537334973,SG,0.19510712051084736,6-5,0.2589014757458146,Marquette,16407500.0,2
JaVale McGee,Dallas Mavericks,-0.26723780841372036,C,0.8728378089695294,7-0,-0.6138340383098617,Nevada,1270964.0,4
Salah Mejri,Dallas Mavericks,-1.292399256874326,C,1.9769466577672727,7-2,0.40580884152745067,,525093.0,0
Dirk Nowitzki,Dallas Mavericks,0.960377183599469,PF,1.8871357044844568,7-0,1.8531994949495236,,8333334.0,0
Zaza Pachulia,Dallas Mavericks,0.5710775695309983,C,1.7886303912590198,6-11,0.20381338001768512,,5200000.0,0
Chandler Parsons,Dallas Mavericks,2.4816530714236773,SF,0.4245039804900183,6-10,-0.3021316806860715,Florida,15361500.0,2
Dwight Powell,Dallas Mavericks,-0.6940331584769379,PF,-0.12728252657283892,6-11,-0.9585322515141403,Stanford,845059.0,4
Charlie Villanueva,Dallas Mavericks,-0.47302388826411446,PF,-0.17943964662777148,6-11,0.6318691835006646,Connecticut,947276.0,1
Deron Williams,Dallas Mavericks,0.21293020049159156,PG,-0.7161968895916921,6-3,1.1458926683720465,Illinois,5378974.0,1
Trevor Ariza,Houston Rockets,1.1116034496711324,SF,-0.7316885342418235,6-8,0.5436500819494622,UCLA,8193030.0,1
Michael Beasley,Houston Rockets,-0.7982456665327675,SF,-0.06843135111643416,6-10,-0.2120930675238452,Kansas State,306527.0,3
Patrick Beverley,Houston Rockets,0.3241188811358,PG,-1.474370609494883,6-1,0.48408205081978334,Arkansas,6486486.0,1
Corey Brewer,Houston Rockets,0.3242161246964587,SG,-0.05388816387300893,6-9,1.3420714002138887,Florida,8229375.0,1
Clint Capela,Houston Rockets,-0.7895015685063554,PF,0.11781265554103963,6-10,-1.320602108191421,,1242720.0,4
Sam Dekker,Houston Rockets,-0.6517423172426434,SF,-0.43955708498857554,6-9,-1.2238171085631353,Wisconsin,1646400.0,4
Andrew Goudelock,Houston Rockets,-1.0115790882250524,PG,-1.1806712882980064,6-3,0.33855256525740274,Charleston,200600.0,3
James Harden,Houston Rockets,2.6545591533740702,SG,-0.3403450549920099,6-5,-0.45325481478916574,Arizona State,15756438.0,2
Montrezl Harrell,Houston Rockets,-1.1792130383409385,PF,0.9479209225455111,6-8,-1.1367057962772562,Louisville,1000000.0,4
Dwight Howard,Houston Rockets,4.781783706785852,C,0.7467125472217913,6-11,-0.5543514837206306,,22359364.0,2
Terrence Jones,Houston Rockets,-0.17349310468431775,PF,0.08836499043958189,6-9,-1.2160316924208916,Kentucky,2489530.0,4
K.J. McDaniels,Houston Rockets,-0.896258866407867,SG,0.06944881031542573,6-6,-0.37940785693385265,Clemson,3189794.0,4
Donatas Motiejunas,Houston Rockets,-0.699527035574546,PF,0.041593846105204266,7-0,-0.34301517724196634,,2288205.0,4
Josh Smith,Houston Rockets,-0.599361559561556,C,-0.29473432026719526,6-9,0.5612901342712988,,947276.0,1
Jason Terry,Houston Rockets,-1.1641962548027407,SG,0.22382345863514275,6-2,3.2008037004439065,Arizona,947276.0,1
Jordan Adams,Memphis Grizzlies,-0.8647840710141574,SG,-1.1144180474336705,6-5,-1.0947615547173215,UCLA,1404600.0,3
Tony Allen,Memphis Grizzlies,0.3498060302676424,SG,-0.25751605306126024,6-4,1.5666234793109495,Oklahoma State,5158539.0,1
Chris Andersen,Memphis Grizzlies,0.7252703503239925,PF,0.5007445843467212,6-10,1.62277521486233,Blinn College,5000000.0,1
Matt Barnes,Memphis Grizzlies,-0.07573504891534688,SF,0.6656659933508959,6-7,1.9127349179114281,UCLA,3542500.0,1
Vince Carter,Memphis Grizzlies,0.20327653509964017,SG,0.36361184260201296,6-6,2.581665271831691,North Carolina,4088019.0,1
Mike Conley,Memphis Grizzlies,0.8556930243700344,PG,-1.3035356801074884,6-1,0.8858283507773158,Ohio State,9588426.0,1
Bryce Cotton,Memphis Grizzlies,-1.4611602931705792,PG,-1.8014693335450656,6-1,0.16920784797924837,Providence,700902.0,3
Jordan Farmar,Memphis Grizzlies,1.191817225796453,PG,-1.4440369301693927,6-2,0.9338807865229893,UCLA,10194451.0,1
Marc Gasol,Memphis Grizzlies,3.7310133663985376,C,1.4528596507887797,7-1,0.08122345515671718,,19688000.0,2
JaMychal Green,Memphis Grizzlies,-0.6679913613504287,PF,-0.665707762355633,6-9,-0.5784532930507807,Alabama,845059.0,3
P.J. Hairston,Memphis Grizzlies,-0.9282265227384516,SF,0.1023257961076274,6-6,-0.8945250887775185,North Carolina,1201440.0,4
Jarell Martin,Memphis Grizzlies,-0.7186198915510728,PF,-0.1115638897450867,6-10,-1.3472768426423951,LSU,1230840.0,4
Ray McCallum,Memphis Grizzlies,-0.35483526032790025,PG,-1.3477212293547687,6-3,-0.1609967661391823,Detroit,4033411.6666666665,3
Xavier Munford,Memphis Grizzlies,0.0759350126745841,PG,-1.2167416995137263,6-3,0.034932797495106575,Rhode Island,6835983.333333333,3
Zach Randolph,Memphis Grizzlies,1.1741223194404447,PF,2.4607582656978773,6-9,1.0021503311073836,Michigan State,9638555.0,0
Lance Stephenson,Memphis Grizzlies,1.2970171040026501,SF,-0.6112676568890621,6-5,-0.8015941452345314,Cincinnati,9000000.0,2
Alex Stepheson,Memphis Grizzlies,0.7633010376666205,PF,1.8275863631638138,6-10,-0.5303558437695034,USC,7232000.0,0
Brandan Wright,Memphis Grizzlies,-0.1933245905519909,PF,0.4580795527467356,6-10,0.5619391307194558,North Carolina,5464000.0,1
Alexis Ajinca,New Orleans Pelicans,-0.23534504310794827,C,1.645120704504767,7-2,-0.0159275118841679,,4389607.0,0
Ryan Anderson,New Orleans Pelicans,0.8255224069632513,PF,1.0664521320943687,6-10,-0.04482354428932949,California,8500000.0,0
Omer Asik,New Orleans Pelicans,1.6602705007247869,C,0.1957598162556615,7-0,-0.3815560532948513,,9213483.0,2
Luke Babbitt,New Orleans Pelicans,-0.7286274824464145,SF,-0.3388210252137256,6-9,-0.26483255605396394,Nevada,1100602.0,3
Norris Cole,New Orleans Pelicans,-1.0582356299832467,PG,-0.5149341198673785,6-2,0.9868469534782522,Cleveland State,3036927.0,1
Dante Cunningham,New Orleans Pelicans,-0.7732214130139556,PF,1.3780626828460514,6-8,0.5668280180650748,Villanova,2850000.0,0
Anthony Davis,New Orleans Pelicans,0.6225391245104908,PF,0.7427634012916983,6-10,-1.3948676732137522,Kentucky,7070730.0,4
Bryce Dejean-Jones,New Orleans Pelicans,-1.6216387329040947,SG,0.003351805730422676,6-6,-0.2866546868245388,Iowa State,169883.0,3
Toney Douglas,New Orleans Pelicans,-1.004351792085282,PG,-0.5103900997087344,6-2,1.1859429067257974,Florida State,1164858.0,1
James Ennis,New Orleans Pelicans,-0.8900073380957513,SF,-0.8796126909878189,6-7,-0.2417181692000722,Long Beach State,845059.0,3
Tyreke Evans,New Orleans Pelicans,1.6501398953770785,SG,-0.8042085936707892,6-6,-0.4501998880988601,Memphis,10734586.0,2
Tim Frazier,New Orleans Pelicans,-1.2232191918437063,PG,-1.8556517880124257,6-1,0.448709722966644,Penn State,845059.0,3
Alonzo Gee,New Orleans Pelicans,-0.704892024699161,SF,0.0752128835994883,6-6,0.4300104282241687,Alabama,1320000.0,1
Eric Gordon,New Orleans Pelicans,2.629478069383281,SG,-0.532827755712527,6-4,-0.1737995422446156,Indiana,15514031.0,2
Jordan Hamilton,New Orleans Pelicans,-1.1057208031708232,SG,0.21248387790222428,6-7,-0.23502904288144236,Texas,1015421.0,4
Jrue Holiday,New Orleans Pelicans,1.2845822659986994,PG,-0.7658198229054808,6-4,-0.30464200070268727,UCLA,10595507.0,2
Orlando Johnson,New Orleans Pelicans,-0.8631116964990445,SG,-0.7331179429517919,6-5,-0.012410758841075946,UC Santa Barbara,55722.0,3
Kendrick Perkins,New Orleans Pelicans,-0.15813037852113362,C,0.7519400045683526,6-10,-0.02314446313648204,,947276.0,4
Quincy Pondexter,New Orleans Pelicans,-0.3685365038365587,SF,0.11520525618985906,6-7,0.30555464795542614,Washington,3382023.0,1
LaMarcus Aldridge,San Antonio Spurs,3.91292474476016,PF,0.20614350002046072,6-11,-0.053076267343764166,Texas,19689000.0,2
Kyle Anderson,San Antonio Spurs,-0.6729320280938235,SF,-0.6847750374638226,6-9,-1.2663391699221325,UCLA,1142880.0,3
Matt Bonner,San Antonio Spurs,-0.4991343257232355,C,0.5938345733181597,6-10,1.747819560792115,Florida,947276.0,1
Boris Diaw,San Antonio Spurs,0.8519021361083038,C,1.5473887063601823,6-8,1.0743642956590957,,7500000.0,0
Tim Duncan,San Antonio Spurs,0.6860920077740215,C,1.3162001974478954,6-11,2.290910634646053,Wake Forest,5250000.0,1
Manu Ginobili,San Antonio Spurs,-0.35135084341349493,SG,0.20238685676915427,6-6,2.707485175356233,,2814000.0,1
Danny Green,San Antonio Spurs,1.2709498119168625,SG,-0.2887955295166252,6-6,0.19529759146928502,North Carolina,10000000.0,2
Kawhi Leonard,San Antonio Spurs,3.026375829408275,SF,-0.6607065135972565,6-7,-1.16759808039891,San Diego State,16407500.0,2
Boban Marjanovic,San Antonio Spurs,-0.6108752721626688,C,2.47939277127738,7-3,-0.9198784545272901,,1200000.0,0
Kevin Martin,San Antonio Spurs,-1.2276104176989842,SG,0.0007968261879181112,6-7,1.8359309619512878,Western Carolina,200600.0,1
Andre Miller,San Antonio Spurs,-1.0195325971546725,PG,0.3570772732572808,6-3,3.3127533706482586,Utah,250750.0,1
Patty Mills,San Antonio Spurs,-0.47205835868252394,PG,-1.2065762800628996,6-0,0.6014547042801357,Saint Mary's,3578947.0,3
Tony Parker,San Antonio Spurs,2.077175676092026,PG,-0.9375432848217556,6-2,1.8807534900647545,,13437500.0,2
Jonathon Simmons,San Antonio Spurs,-1.2905052449840835,SG,-0.6320778465356639,6-6,0.35936639473681614,Houston,525093.0,3
David West,San Antonio Spurs,-0.5072275153446191,PF,1.5046671080118534,6-9,1.3916435684057458,Xavier,1499187.0,0
Kent Bazemore,Atlanta Hawks,-0.9981717013396318,SF,-0.21788567178863763,6-5,0.28325859269275633,Old Dominion,2000000.0,3
Tim Hardaway Jr.,Atlanta Hawks,-0.9542394619249062,SG,-0.7875885386320456,6-6,-0.32207961211362046,Michigan,1304520.0,3
Kirk Hinrich,Atlanta Hawks,-0.43351349009394186,SG,-0.5897410546345594,6-4,2.2636077949893925,Kansas,2854940.0,1
Al Horford,Atlanta Hawks,2.0665296135744913,C,0.4929576696169848,6-10,0.05389726065112332,Florida,12000000.0,2
Kris Humphries,Atlanta Hawks,-1.0960130354028672,PF,1.5442041730463678,6-9,0.9347312343132803,Minnesota,1000000.0,0
Kyle Korver,Atlanta Hawks,0.2287813080806557,SG,0.46232622192362227,6-7,1.935599721039409,Creighton,5746479.0,1
Paul Millsap,Atlanta Hawks,3.885790390520107,PF,0.05729126518304348,6-8,0.003962877257119693,Louisiana Tech,18671659.0,2
Mike Muscala,Atlanta Hawks,-1.0673999676651083,PF,0.8662431071927137,6-11,-0.7464910297248635,Bucknell,947276.0,4
Lamar Patterson,Atlanta Hawks,-1.0075569140634517,SG,-0.21156010740772696,6-5,-0.6323331790711821,Pittsburgh,525093.0,3
Dennis Schroder,Atlanta Hawks,-1.3207135766797449,PG,-1.3212044859455438,6-1,-0.11008628623166641,,1763400.0,3
Mike Scott,Atlanta Hawks,-0.45249640500071997,PF,0.9503970935711026,6-8,-0.09964182622008891,Virginia,3333333.0,4
Thabo Sefolosha,Atlanta Hawks,-0.18706902799531683,SF,0.4855877500670893,6-7,1.1861803203173995,,4000000.0,1
Tiago Splitter,Atlanta Hawks,1.6242548166693838,C,0.3839445479075944,6-11,0.27980489138940173,,9756250.0,2
Walter Tavares,Atlanta Hawks,-0.7223850451492823,C,0.9396627952624974,7-3,-1.1821470173183044,,1000000.0,4
Jeff Teague,Atlanta Hawks,0.7291052944751276,PG,-1.5449083849985246,6-2,0.41530610676977064,Wake Forest,8000000.0,1
Nicolas Batum,Charlotte Hornets,2.0025854729686543,SG,-1.0590890759937706,6-8,0.09958175346281258,,13125306.0,2
Troy Daniels,Charlotte Hornets,-1.3713934745763894,SG,0.043277714966792086,6-4,-0.13567024216973095,Virginia Commonwealth,947276.0,3
Jorge Gutierrez,Charlotte Hornets,-1.3139307326447887,PG,-0.9291233935178795,6-3,0.6407175865874962,California,189455.0,3
Tyler Hansbrough,Charlotte Hornets,-1.116370352408639,PF,2.1276378128253777,6-9,0.5203949797070224,North Carolina,947276.0,0
Aaron Harrison,Charlotte Hornets,-1.1658397641832425,SG,-0.8377166931153381,6-6,-1.0395981554713998,Kentucky,525093.0,3
Spencer Hawes,Charlotte Hornets,0.8456862478278421,PF,-0.1731090426100061,7-1,-0.3755557299327615,Washington,6110034.0,4
Al Jefferson,Charlotte Hornets,2.6922604455311347,C,1.9216252993802103,6-10,-0.4564603801949909,,13500000.0,2
Frank Kaminsky III,Charlotte Hornets,-0.9129459222645051,C,1.3519109309005197,7-0,-0.8793476279297744,Wisconsin,2612520.0,4
Michael Kidd-Gilchrist,Charlotte Hornets,0.37316644479492217,SF,-0.1359300951873987,6-7,-1.2995372008868664,Kentucky,6331404.0,4
Jeremy Lamb,Charlotte Hornets,-0.606872446796671,SG,-1.535607691574191,6-5,-0.0683953871726623,Connecticut,3034356.0,3
Courtney Lee,Charlotte Hornets,0.37083888237141793,SG,-1.049968587516645,6-5,0.8645113287038703,Western Kentucky,5675000.0,1
Jeremy Lin,Charlotte Hornets,-0.6631371619589946,PG,-0.9035251179061031,6-3,0.358516838583694,Harvard,2139000.0,3
Kemba Walker,Charlotte Hornets,1.3915463577087461,PG,-1.0365026029305007,6-1,0.28448804127283567,Connecticut,12000000.0,2
Marvin Williams,Charlotte Hornets,0.9815822856565793,PF,-0.23295016557263382,6-9,-0.023184776243475792,North Carolina,7000000.0,1
Cody Zeller,Charlotte Hornets,-0.4652333115753228,C,1.1756759038723998,7-0,-0.9499887036945853,Indiana,4204200.0,4
Chris Bosh,Miami Heat,4.707568795099283,PF,-0.2940786643661622,6-11,0.30707698600623995,Georgia Tech,22192730.0,2
Luol Deng,Miami Heat,1.523168227751226,SF,-0.25976544159774534,6-9,0.6959503138426814,Duke,10151612.0,2
Goran Dragic,Miami Heat,2.3622650560866005,PG,-1.08499732885056,6-3,0.8952921630670804,,14783000.0,2
Gerald Green,Miami Heat,-0.9317426181931459,SF,-0.36850296650471137,6-7,0.9957891724780679,,947276.0,1
Udonis Haslem,Miami Heat,-0.4564526779748342,PF,1.616835796570392,6-8,1.9291714555271615,Florida,2854940.0,0
Joe Johnson,Miami Heat,-0.4602007180989031,SF,0.08781968516578953,6-7,1.1334811569142405,Arkansas,261894.0,1
Tyler Johnson,Miami Heat,-1.2052059597869933,SG,-1.2916624737143863,6-4,0.0065808869965885705,Fresno State,845059.0,3
Josh McRoberts,Miami Heat,0.6269483204150116,PF,-0.07347233948180273,6-10,-0.026493347566837477,Duke,5543725.0,1
Josh Richardson,Miami Heat,-1.07916542469775,SG,-1.3920029406103658,6-6,-0.730497583727077,Tennessee,525093.0,3
Amar'e Stoudemire,Miami Heat,-0.32897279672628565,PF,0.27737051910170707,6-10,0.8443054599982274,,947276.0,1
Dwyane Wade,Miami Heat,4.069735326942539,SG,-0.447987974831983,6-4,1.0634288828446685,Marquette,20000000.0,2
Briante Weber,Miami Heat,0.8183806310193845,PG,-1.7005633907300892,6-2,-0.009900031396602808,Virginia Commonwealth,10490674.0,3
Hassan Whiteside,Miami Heat,-0.6063442315191468,C,1.0936833568048916,7-0,-0.8544299960739473,Marshall,981348.0,4
Justise Winslow,Miami Heat,-0.7710211497168462,SF,-0.1018817487061196,6-7,-1.4623125780507396,Duke,2481720.0,4
Dorell Wright,Miami Heat,-0.6981663202827446,SF,-0.49785615963923696,6-9,0.9521681046251801,,1714498.0,1
Dewayne Dedmon,Orlando Magic,-0.49929685687433745,C,-0.09833721721609864,7-0,-0.6602530474792527,USC,947276.0,4
Evan Fournier,Orlando Magic,-0.7475947097162325,SG,-0.8359359331010688,6-7,-0.5560510363791178,,2288205.0,3
Aaron Gordon,Orlando Magic,-0.08031407551752621,PF,-1.053217308277946,6-9,-1.5894307951146367,Arizona,4171680.0,3
Mario Hezonja,Orlando Magic,-0.5539324398376666,SG,-0.10041557079237924,6-8,-1.1268348146056315,,3741480.0,4
Ersan Ilyasova,Orlando Magic,1.0960367485785913,PF,-0.07644088492344342,6-10,0.037122860351881906,,7900000.0,2
Brandon Jennings,Orlando Magic,-0.28488301577311065,PG,0.30974941230367725,6-1,0.9874498016105215,,8344497.0,1
Devyn Marble,Orlando Magic,-1.1557785322079708,SF,-0.8966078759272655,6-6,-0.4269192310809202,Iowa,845059.0,3
Shabazz Napier,Orlando Magic,-1.2811625577022228,PG,-1.3331382400606577,6-1,0.2361407890029059,Connecticut,1294440.0,3
Andrew Nicholson,Orlando Magic,-0.7897238386582474,PF,1.7022535692160712,6-9,-0.41417178314306485,St. Bonaventure,2380593.0,0
Victor Oladipo,Orlando Magic,0.10609677448735777,SG,-0.908798425728227,6-4,-0.5405741215816146,Indiana,5192520.0,3
Elfrid Payton,Orlando Magic,-0.808259993872301,PG,-1.5743573675169682,6-4,-0.4726386049749375,Louisiana-Lafayette,2505720.0,3
Jason Smith,Orlando Magic,0.19221696606603836,PF,0.39084705357368943,7-0,0.3024693580055575,Colorado State,4300000.0,1
Nikola Vucevic,Orlando Magic,1.978323090685649,C,0.37513294070870207,7-0,-1.3107526419691453,USC,11250000.0,2
C.J. Watson,Orlando Magic,-0.47565172388667704,PG,-0.23589273243666034,6-2,2.0235569036680907,Tennessee,5000000.0,1
Alan Anderson,Washington Wizards,0.1569721632726575,SG,-0.25965217056031337,6-6,1.2289245722904616,Michigan State,4000000.0,1
Bradley Beal,Washington Wizards,0.17396486835875372,SG,-1.1456349102206016,6-5,-0.9411006448134935,Florida,5694674.0,3
Jared Dudley,Washington Wizards,0.2883087550474467,SF,-0.48312135681879553,6-7,0.4503598168005717,Boston College,4375000.0,1
Jarell Eddie,Washington Wizards,-0.9800078523873134,SG,-0.5752360113083791,6-7,-0.5538295027831877,Virginia Tech,561716.0,3
Drew Gooden,Washington Wizards,-1.0994311880037848,PF,3.9364168977384986,6-10,1.6754520440768188,Kansas,3300000.0,0
Marcin Gortat,Washington Wizards,1.9244948298804134,C,0.3873122245682282,6-11,0.5665208950012292,,11217391.0,2
JJ Hickson,Washington Wizards,-0.9576638562723586,C,0.6266245319650656,6-9,-0.219237441059508,North Carolina State,273038.0,4
Nene Hilario,Washington Wizards,1.9915605770777844,C,1.8419755184589484,6-11,0.8216456710320152,,13000000.0,2
Markieff Morris,Washington Wizards,1.1575404358145394,PF,-0.06216607561559113,6-10,-0.7971575172983792,Kansas,8000000.0,2
Kelly Oubre Jr.,Washington Wizards,-0.9561278022749352,SF,-0.8761607268530625,6-7,-1.1672773569569825,Kansas,1920240.0,3
Otto Porter Jr.,Washington Wizards,-0.4415940178178655,SF,-0.5108604237368967,6-8,-0.37706951600234173,Georgetown,4662960.0,3
Ramon Sessions,Washington Wizards,-0.659983832942405,PG,-1.0015202196771245,6-3,1.1720553948520085,Nevada,2170465.0,1
Garrett Temple,Washington Wizards,-1.0363264973888313,SG,-0.4685397258148835,6-6,1.1962814178308248,LSU,1100602.0,1
Marcus Thornton,Washington Wizards,-1.1563090439920154,SF,-0.3639727329252346,6-4,0.8087164436336792,LSU,200600.0,1
John Wall,Washington Wizards,2.6017508945694567,PG,-1.39673306814022,6-4,-0.323272142115025,Kentucky,15851950.0,2
Darrell Arthur,Denver Nuggets,-0.03570982910876844,PF,-0.3745911973001091,6-9,-0.12615796190956272,Kansas,2814000.0,3
D.J. Augustin,Denver Nuggets,-0.6663471209673599,PG,-1.0398667625405842,6-0,0.8976730403748583,Texas,3000000.0,1
Will Barton,Denver Nuggets,-0.5829845679762011,SF,-1.6375204672342127,6-6,0.327969481338081,Memphis,3533333.0,3
Wilson Chandler,Denver Nuggets,1.3832628991211244,SF,0.2633394822265911,6-8,0.2832496100675264,DePaul,10449438.0,2
Kenneth Faried,Denver Nuggets,1.2799171850358328,PF,0.7795639050597277,6-8,-0.29928935043215266,Morehead State,11235955.0,2
Danilo Gallinari,Denver Nuggets,2.39142871587131,SF,-0.38235996725475924,6-10,-0.3355046406642316,,14000000.0,2
Gary Harris,Denver Nuggets,-0.99487422410026,SG,-0.637602882719153,6-4,-1.0182022739248722,Michigan State,1584480.0,3
Nikola Jokic,Denver Nuggets,-0.7132527047940904,C,0.29889397855708294,6-10,-1.7113161868447753,,1300000.0,4
Joffrey Lauvergne,Denver Nuggets,-1.8304504119963456,C,2.3201565071277632,6-11,0.0016321771356886958,,1709719.0,0
Mike Miller,Denver Nuggets,-0.45591009165637836,SG,-0.2828717989536855,6-8,1.9416985372453666,Florida,947276.0,1
Emmanuel Mudiay,Denver Nuggets,-0.5197595478932944,PG,-1.492733589207113,6-5,-1.2118210772424556,,3102240.0,3
Jameer Nelson,Denver Nuggets,0.07682281958092017,PG,-1.0971159265498105,6-0,1.9203111267647464,Saint Joseph's,4345000.0,1
Jusuf Nurkic,Denver Nuggets,-0.4412221811691954,C,1.2965991158424062,7-0,-2.1829951760982484,,1842000.0,4
JaKarr Sampson,Denver Nuggets,-1.134950547684624,SG,-0.6629596733787876,6-9,-0.6798045661615305,St. John's,258489.0,3
Axel Toupane,Denver Nuggets,-0.679569777202257,SG,-0.8887701249193305,6-7,-0.6762639597712414,,2104245.0,3
Nemanja Bjelica,Minnesota Timberwolves,-1.1765235739324869,PF,3.374946640433481,6-10,0.5460873907030627,,3950001.0,0
Gorgui Dieng,Minnesota Timberwolves,-0.4427681437138156,C,-0.10829500708312519,6-11,-0.5831353641557286,Louisville,1474440.0,4
Kevin Garnett,Minnesota Timberwolves,1.3732738562145135,PF,1.0713925737009355,6-11,2.396665469253089,,8500000.0,1
Tyus Jones,Minnesota Timberwolves,-1.0182844590439246,PG,-1.5509102335990212,6-2,-1.0744162631424463,Duke,1282080.0,3
Zach LaVine,Minnesota Timberwolves,-0.9526333448559954,PG,-1.3588096918398949,6-5,-0.7122972550485431,UCLA,2148360.0,3
Shabazz Muhammad,Minnesota Timberwolves,-0.721038301021816,SF,-0.22534469054852937,6-6,-0.8250614964021743,UCLA,2056920.0,4
Adreian Payne,Minnesota Timberwolves,-0.8613628892058002,PF,0.9173781640102051,6-10,-0.484885106136475,Michigan State,1938840.0,4
Nikola Pekovic,Minnesota Timberwolves,2.67493805454953,C,1.8353135417769375,6-11,-1.055067210532987,,12100000.0,2
Tayshaun Prince,Minnesota Timberwolves,-0.6600627422531513,SF,-0.044024324391824625,6-9,2.1282978567451467,Kentucky,947276.0,1
Ricky Rubio,Minnesota Timberwolves,1.7212705613752886,PG,-1.1082257169163248,6-4,-0.17390062254231672,,12700000.0,2
Damjan Rudez,Minnesota Timberwolves,-0.6170642583227953,SF,-0.019135484572829764,6-9,0.30057363603498727,,1149500.0,1
Greg Smith,Minnesota Timberwolves,0.09494322139794534,PF,-0.0035095867498893276,6-10,-1.0066500418798774,Fresno State,3426550.0,4
Karl-Anthony Towns,Minnesota Timberwolves,-0.02389165985036697,C,0.7981597893423621,7-0,-1.7623051416982796,Kentucky,5703600.0,4
Andrew Wiggins,Minnesota Timberwolves,-0.22801241246044104,SG,-0.5794564019277622,6-8,-0.8435924306845749,Kansas,5758680.0,3
Steven Adams,Oklahoma City Thunder,-0.35405571833499166,C,0.3216242586840422,7-0,-1.635734970972851,Pittsburgh,2279040.0,4
Nick Collison,Oklahoma City Thunder,0.5089294324555237,PF,0.5243661841113689,6-10,1.0215759875011459,Kansas,3750000.0,1
Kevin Durant,Oklahoma City Thunder,3.5569686807074543,SF,1.0303019620037848,6-9,-0.49518348944642815,Texas,20158622.0,2
Randy Foye,Oklahoma City Thunder,-0.14348406220327317,SG,-0.45207195039840725,6-4,1.1594696369380457,Villanova,3135000.0,1
Josh Huestis,Oklahoma City Thunder,-1.1624856847971536,SF,0.7659440004913617,6-7,-0.5468685810451376,Stanford,1140240.0,4
Serge Ibaka,Oklahoma City Thunder,2.1096265880277363,PF,0.0754053077345308,6-10,-0.8547033790408479,,12250000.0,2
Enes Kanter,Oklahoma City Thunder,3.014565790863728,C,0.0470651421636703,6-11,-1.3528483389596146,Kentucky,16407500.0,2
Mitch McGary,Oklahoma City Thunder,-0.8395786845128747,PF,1.2806255045419601,6-10,-1.0055585229689719,Michigan,1463040.0,4
Nazr Mohammed,Oklahoma City Thunder,-0.44403459985076815,C,0.9343982460359903,6-10,1.905023167009836,Kentucky,222888.0,1
Anthony Morrow,Oklahoma City Thunder,-0.11270727634647616,SG,-0.7698183512780774,6-5,0.7475189217077883,Georgia Tech,3344000.0,1
Cameron Payne,Oklahoma City Thunder,-1.2517489525340304,PG,-0.8673378192501147,6-3,-0.5136863207725372,Murray State,2021520.0,3
